FACTSET_ENTITY_ID,ISO_COUNTRY,YEAR,g_S3_est,SALES,g_S3_CDP_c
003JV0-E,GBR,2015,115284.67668714866,1754.701143935416,5114.059357552331
0079YK-E,GBR,2015,120489.06732711215,1179.9093983604648,341.2496662593345
00CN10-E,GBR,2015,22210.812659712756,354.0940323846554,208.3804281750733
05FWJ3-E,GBR,2015,194869.42589946676,2194.6682762371524,5057.054438653091
05H4C8-E,GBR,2015,205494.4891826753,1624.1620000000003,3318.0915559629393
05HLT4-E,GBR,2015,61244.382914676986,556.0189752832191,1166.883863920984
05HM5J-E,GBR,2015,16969.83552153616,267.04815492439104,1813.2206356998768
05HWPZ-E,GBR,2015,62606.15199926006,1513.2012352073846,3009.3509832690074
05HWVT-E,GBR,2015,607987.869119266,3583.190642592049,5408.036951126159
05HWXP-E,GBR,2015,166162.52226827756,1672.4248757347525,1653.6312373874468
05HX0L-E,GBR,2015,348176.64513991174,3413.780986420606,3377.2003481748793
